"EnglishName","Number","Waste","Density","Energy, kJ","Energy, kcal","Protein Conversion Factor (NCF)","total-N","Protein, total","Protein, declaration","Carbohydrate best. v / Diff.","Carbohydrate available","carbohydrate, declaration","Added sugar","dietary Fiber","Fat, total","Fat Acid Conversion Factor (FCF)","Alcohol","Ash","solids","Water","Vitamin A","retinol","ß-carotene","D vitamin","D3 cholecalciferol","25-hydroxycholecalciferol","Vitamin E","alpha-tocopherol","gamma-tocopherol","delta-tocopherol","alpha-tokotrienol","Vitamin K1","Vitamin B1","(Thiamine)","(HET, hydroxyethylthiazole)","Vitamin B2, riboflavin","niacin","niacin","Vitamin B6","pantothenic acid","biotin","folate","Free folate","Vitamin B12","Vitamin C","L-ascorbic acid","L-dehydroascorbic","Chloride, Cl","Sodium, Na","Potassium, K","Calcium, Ca","Magnesium, Mg","Phosphor, P","Iron, Fe","Copper, Cu","Zinc, Zn","Iodine, I","Manganese, Mn","Chrom, Cr","Selen, Se","Molybdenum, Mo","Cobolt, Co","Nickel, Ni","Mercury, Hg","Arsen, As","Cadmium, Cd","Lead, Pb","Tin, Sn","L-lactic acid","D-lactic acid","Lactic acid, total","citric acid","Oxalic acid, total","malic acid","Acetic acid","fumaric","benzoic acid","sorbic acid","propionic acid","Organic acids, tot.","Histamine","tyramine","phenylethylamine","putrescin","cadaverine","spermine","spermidine","serotonin","fructose","galactose","glucose","Monosaccharides, total","lactose","maltose","sucrose","Disaccharides, total","raffinose","Other sugars","Sugars, in total","sorbitol","mannitol","inositol","maltitol","Sugar alcohols, total","Starch","(A) Hexoses","(B) the pentoses","(C) UronicAcids","cellulose","lignin","Crude fibers","Neutr.Det.Fibre (NDF)","C4: 0","C6: 0","C8: 0","C10: 0","C12: 0","C14: 0","C15: 0","C16: 0","C17: 0","C18: 0","C20: 0","C22: 0","C24: 0","Others met.","C14: 1 n-5","C15: 1","C16: 1 n-7","C17: 1 n-7","C18: 1 n-9","C18: 1 n-7","C20: 1 n-9","C20: 1 n-11","C22: 1 n-9","C22: 1 n-11","C 24: 1 n-9","Other mono","C18: 2 n-6","C18: 2, conj-A, undifferentiated","C18: 3, n-3","C18: 3 n-6","C18: 4, n-3","C20: 2 n-6","C20: 3 n-3","C20: 3 n-6","C20: 4, n-3","C20: 4, n-6","C20: 5, n-3","C22: 5, n-3","C22: 6, n-3","Other polyunsaturated","C16: 1 trans","C18: 1, trans n-9","C20: 1 trans","C22: 1 trans","C18: 2, trans, undifferentiated","Other fatty acids","Some saturated","Total mono-set","Some polyunsaturated","Total trans fatty acids","Fatty acids, total","Sum of n-3 fatty acids","Sum of n-6 fatty acids","cholesterol","isoleucine","leucine","lysine","methionine","cystine","phenylalanine","tyrosine","threonine","tryptophan","Valin","arginine","histidine","alanine","aspartic acid","glutamic acid","glycine","proline","Serin"
"Tongue, calf, raw","933","31","","667","159","6.25","2.704","12.6","12.6","0","0","0","0","0","12.2","0.92","0","0.9","25.7","74.3","0","0","0","0","0","","0.1","0.1","","","","0","0.083","","","0.28","6.12","3","0.125","2","3.3","19","4","4","2.7","2.7","","","93","241","4.39","17","173","2.3","0.155","3.4","2.3","0.029","2","2","0","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.9","","","","","","","","0","0","0","0","0","0.416","","2.73","0.142","1.73","0","0.033","0","","0.058","","0.429","","4.97","0","","0.186","0","0","0","","0.459","","0.11","","0","0","0","0","","","0","0","0","","","","","","","0","5.04","5.64","0.569","0","11.3","0.11","0.459","62","676","1140","1460","379","143","622","487","649","187","811","946","352","919","1330","1950","973","757","622"
"Ice, popsickle, lemonade","934","0","","370","89","6.25","0.08","0.5","0.5","16.9","16.9","16.9","17","0","2","0.93","0","0.1","19.5","80.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pork, ham, silverside, 2 mm fat, raw","935","0","","677","162","6.25","3.127","19","19","0","0","0","","0","9.6","0.92","0","1","29.6","70.4","","","","0.587","0.112","0.095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","","","","","","","","","","","","","","","","","",""
"Pork, ham, spiced, deboned","936","0","","845","202","6.25","1.92","12","12","4.6","4.6","4.6","","0","15.2","0.915","0","4","35.8","64.2","0","0","0","0.644","0.139","0.101","0.1","0.1","","","","0","0.75","","","0.23","5.95","3.8","0.436","0.6","2.6","1.5","","0.65","0","0","","","1448","245","7","25","188","0.96","0.079","2.4","1","0.014","5.3","6.9","0","","2.5","0.13","2","1.9","5.6","","","","","","","","","","","","","","1.1","1.1","","0.45","0.13","0.13","1.45","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","","","","","0.231","0","3.83","0","1.95","","","","","","","0.487","0","6.2","","","0.102","","","","","1.03","","0.09","","","","0","","","0","0","0","","","","","","","","","6.01","6.79","1.12","0","13.9","0.09","1.03","47","576","883","1080","307","81","442","403","499","129","634","710","442","710","1080","1630","595","461","480"
"Parsnip, raw","937","20","","264","63","6.25","0.336","2.1","2.1","14.7","10.2","10.2","0","4.5","0.5","0.8","0","1","18.3","81.7","1.67","0","20","0","0","","2.3","2.3","","","","","0.09","","","0.18","3.55","3.2","0.11","0.6","0.1","67","57","0","6","6","","","6","635","55","30","94","0.8","0.14","0.85","0.25","0.4","1","0.2","0","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.4","","","","","","","","","","","","","","","","","","","","","0.072","","0.003","","","","","","","","","0.028","","","","","","","","0.273","","0.024","","","","","","","","","","","","","","","","","","0.075","0.028","0.297","0","0.4","0.024","0.273","0","71","97","91","21","5","64","33","64","21","91","202","34","81","228","195","54","124","77"
"Potato, automn (October to January), raw","938","15","","363","87","6.25","0.352","2.2","2.2","19.5","18.1","18.1","0","1.4","0.2","0.8","0","1","22.9","77.1","0","0","","0","0","","","","","","","","","","","","0.55","","","","","","","0","19","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.032","","0.007","","","","","","","0.003","","0.007","","","","","","","","0.048","","0.064","","","","","","","","","","","","","","","","","","0.039","0.01","0.112","0","0.161","0.064","0.048","0","81","120","127","30","18","88","42","74","33","130","92","39","77","465","292","63","77","77"
"Cassava, raw","939","28","","664","159","6.25","0.218","1.4","1.4","38.1","36.3","36.3","0","1.8","0.3","0.7","0","0.6","40.3","59.7","0.5","0","6","0","0","","","","","","","","0.087","","","0.048","1.17","0.854","0.088","0.107","","27","","0","20.6","20.6","","","14","271","16","21","27","0.27","0.1","0.34","","0.384","","","","","","","","","","","","","","","1.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49","","0","0","0","0","0.001","0","","0.095","","0.007","","","","","","","0","","0.104","","","0","0","","","","0.044","","0.023","","0","","","","","0","0","0","0","","","","","","","","0.103","0.104","0.067","0","0.274","0.023","0.044","0","26","39","44","11","28","26","18","28","19","35","137","20","39","78","207","28","33","33"
"Beef, topside cap on, raw","940","5","","677","162","6.25","3.376","21.1","21.1","0","0","0","0","0","8.6","0.94","0","1","30.7","69.3","6","6","0","0.5","0.5","","0.29","0.29","","","","0","0.05","","","0.17","9.83","6","0.5","0.8","0","6","4","1.4","0","0","","","61","330","5","22","170","2.2","0.08","4.5","0.9","0.011","4","9.6","0","","0.7","0.05","0.53","0.9","2.5","","","","","","","","","","","","","","0.23","2.35","0.003","0.23","0.84","2.58","","","0","","0","0","0","0","0","0","","","0","","","","","","0","0","0","0","0","0","","","","","","","","0.259","0.049","2.18","0.097","1.05","","","","","0.121","","0.508","0.081","3.4","","","0","","","","","0.162","","0.105","","","","0","","","0.081","0","0","","","","","","","","","3.63","4.11","0.348","0","8.09","0.105","0.243","64","1010","1620","1760","540","145","844","709","912","230","1110","1280","709","1220","1860","3010","1080","878","844"
"Remoulade, fatreduced, average values","941","0","","939","224","6.25","0.128","0.8","0.8","3.6","3.1","3.1","10","0.5","23.5","0.956","0","2.2","30.1","69.9","54","54","0","1.02","1.02","","7.5","7.5","","","","","0.025","","","0.038","0","0","0.044","","","7","","1.1","2","2","","","265","49","14","3","55","1.2","","0.6","5","","","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.023","","1.33","0","0.45","0.137","0.082","0.034","","0","","0.051","","10.8","0","","0.248","0.141","0","0.066","","5.87","","1.99","","0","0.034","0","0","","","0","0","0","","","","","","","0","2.05","11.3","7.9","0","21.3","1.99","5.9","100","","","","","","","","","","","","","","","","","",""
"Beef, mince, 10-15% fat, raw","942","0","","687","164","6.25","3.276","19.4","19.4","0","0","0","0","0","9.7","0.94","0","0.9","30","70","11.7","11.7","","0.5","0.5","","0.393","0.393","","","","","0.044","","","0.166","3.93","3.93","0.261","0.34","1.27","9.63","","2.04","","","","","64.8","302","6.89","19.3","174","2.25","0.067","4.4","","0.009","","","","","0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.001","0.245","","2.12","","1.2","0.005","","","","0.099","","4.05","","3.02","0.144","","0.012","","","","","0.187","","0.049","","","","","","","","","","","","","0.179","","","","0.29","3.57","7.32","0.236","0.179","11.6","0.049","0.187","63","","","","","","","","","","","","","","","","","",""
"Chewing gum, no sugar added, all types","943","0","","1451","347","6.25","0.096","0.6","0.6","86","83.6","83.6","1","2.4","0","0.8","0","9.8","96.4","3.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","87","2355","186","","10","0.05","0.09","","1.09","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","2.4","","","2.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beef, neck, raw","944","20","","687","164","6.25","3.328","20.8","20.8","0","0","0","0","0","9","0.94","0","1","30.8","69.2","7","7","0","0.5","0.5","","0.3","0.3","","","","0","0.032","","","0.19","9.67","5.9","0.48","0.8","0","6","4","1.4","0","0","","","69","325","5","22","170","2.2","0.068","5.8","0.9","0.011","1.8","9.5","0","","0.7","0.3","0.53","0.1","1","","","","","","","","","","","","","","0.23","2.35","0.003","0.23","0.84","2.58","","","0","","0","0","0","0","0","0","","","0","","","","","","0","0","0","0","0","0","","","","","","","","0.271","0.051","2.28","0.102","1.1","","","","","0.127","","0.533","0.085","3.55","","","0","","","","","0.169","","0.11","","","","0","","","0.085","0","0","","","","","","","","","3.8","4.29","0.364","0","8.46","0.11","0.254","64","998","1600","1730","532","143","832","699","899","226","1100","1270","699","1200","1830","2960","1070","865","832"
"Pork, mince, 5-10% fat, raw","945","0","","726","173","6.25","3.094","18.4","18.4","0","0","0","0","0","11.2","0.92","0","1","30.6","69.4","5.4","5.4","","0.588","0.113","0.095","0.52","0.52","","","","","0.686","","","0.207","9.3","5.8","0.306","0.7","3.04","4.26","","0.84","","","","","62.6","320","7.92","20","190","0.986","0.08","2.34","","0.011","","","","","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.003","0.015","0.164","","2.4","","1.25","0.013","","","","0","","0.34","","3.82","0.354","","0.086","","","","","1.07","","0.113","","","","","","","","","","","","","0.047","","","","0.212","3.84","4.6","1.18","0.047","9.88","0.113","1.07","71","959","1450","1730","495","130","712","650","835","210","1050","1150","743","1110","1730","2570","897","712","774"
"Potato, old (February to June), raw","946","15","","345","82","6.25","0.352","2.2","2.2","18.2","16.8","16.8","0","1.4","0.3","0.8","0","1","21.7","78.3","0","0","","0","0","","","","","","","","","","","","0.55","","","","","","","0","9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.048","","0.01","","","","","","","0.005","","0.01","","","","","","","","0.072","","0.096","","","","","","","","","","","","","","","","","","0.058","0.015","0.168","0","0.241","0.096","0.072","0","81","120","127","30","18","88","42","74","33","130","92","39","77","465","292","63","77","77"
"Broccoli, frozen","947","0","","113","27","6.25","0.45","2.8","2.8","4.8","1.8","1.8","","3","0.3","0.8","0","0.7","8.5","91.5","50.8","0","610","","","","1.22","1.22","","","","","0.053","","","0.096","","","","","","67","","0","56.3","53.7","2.6","","24","212","56","18","50","0.81","","0.48","","","","2.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","0.002","","0","","","","","","","0","","0.001","","","0","0","","","","0.001","","0.005","","0","","","","","0","0.223","0","0","","","","","","","","0.002","0.001","0.229","0","0.232","0.228","0.001","0","","","","","","","","","","","","","","","","","",""
"Stockfish, cod, split, salted and dried, raw","948","25","","421","101","6.25","3.92","24.3","24.3","0","0","0","0","0","0.2","0.79","0","18.2","42.7","57.3","0","0","0","0","0","","0.5","0.5","","","","0","0.08","","","0.09","5.72","2","0.2","0.34","0","0","0","0.85","0","0","","","2033","78","70","12","300","0.5","0.019","0.38","230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","","","","","","0","0","0","0","0","0.001","","0.031","0","0.008","0","0","0","","0","","0.002","","0.013","0","","0","0","0","0.001","","0","","0.003","","0","0","0","0","","","0.027","0.004","0.06","","","","","","","0.008","0.04","0.016","0.094","0","0.158","0.094","0","82","1220","1800","2200","745","169","902","941","980","223","1290","1490","510","1450","2590","3450","1410","823","1060"
"Pork, collar, defatted, raw","949","1","","756","181","6.25","2.889","17.4","17.4","0","0","0","0","0","12.4","0.92","0","1","30.9","69.2","6.23","6.23","0","0.635","0.12","0.103","0.55","0.55","","","","0","0.747","","","0.208","8.41","5.18","0.26","0.923","3.15","4.4","","0.823","0","0","","","45.5","327","6.08","20.3","174","0.986","0.1","2.65","1","0.01","0.175","9.3","0","","0.389","0.13","2","1.9","5.6","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0","0","0","0","","","0","","","","","","0","0","0","0","0","0","","","","","","","","0.154","","3.02","0.037","1.89","0.025","","","","","","0.272","0.033","4.67","0.368","0.107","","","","","","0.663","","0.048","","","0.038","","","","0.058","","","","","","0.028","","","","","5.12","5.48","0.807","0.028","11.4","0.048","0.759","58","867","1330","1620","462","121","664","607","751","194","953","1070","664","1070","1620","2460","896","693","722"
"Jerusalem artichoke, raw","950","31","","335","80","6.25","0.336","2.1","2.1","17.7","15.1","15.1","0","2.6","0.6","0.8","0","1.2","21.6","78.4","0.75","0","9","0","0","","0.15","0.15","","","","","0.07","","","","0.233","","0.09","0.38","0.47","36","10","0","6","6","","","3","561","28","16","72.3","0.6","0.12","0.1","0.1","","6.4","0.03","","","15","0","4.2","1.6","2.6","","","","","","","","","","","","","","","","","","","","","","1.1","","0","1.1","","0","3.03","3.03","4.88","0","4.13","","","","","","","","","","","","","","","","","","","","","0.138","","0.007","","","","","","","","","0.012","","","","","","","","0.256","","0.067","","","","","","","","","","","","","","","","","","0.145","0.012","0.323","0","0.48","0.067","0.256","0","","","","","","","","","14","","","","","","","","",""
"Liqueur, coffee","952","0","","1438","344","6.25","0.016","0.1","0.1","46.8","46.8","46.8","46.8","0","0.3","0.777","21.7","0.1","69","31","0","0","0","0","0","","0","0","","","","0","0.004","","","0.012","0.1","0.1","0","0","","0","","0","0","0","","","8","30","1","3","6","0.1","0.019","0.15","","0.017","","","","","","","","0.1","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8","","","","","","0","","","","","","0","","","","","","","","","0.078","","0.019","","","","","","","","","0.021","","","0","","","","","0.097","","0.008","","","","","","","","","","","","","","","","","","0.097","0.021","0.105","0","0.223","0.008","0.097","0","","","","","","","","","","","","","","","","","",""
"Goose, flesh only, raw","955","53","","663","158","6.25","3.64","22.8","22.8","0.7","0.7","0.7","0","0","7.1","0.777","0","1.1","31.7","68.3","30","30","0","1","1","","0","0","","","","0","0.129","","","0.377","9.56","4.28","0.64","1.97","","11","","0.49","7.2","7.2","","","69","315","13","24","312","2.57","0.306","2.34","","0.024","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0","0","0","0","","0","0","","","","","","0","0","0","0","0","0","0","","","","","0","0.03","0.03","","1.47","","0.92","","","","","","","0.27","","1.58","","","0","0","","","","0.798","","0.1","","","","","","","0","0","0","0","","","","","","","","2.45","1.85","0.898","0","5.2","0.1","0.798","84","1170","1930","1930","619","349","946","874","983","317","1200","1460","619","1460","2220","3570","1270","1130","983"
"Bread, white, roll","956","0","","1192","285","5.7","1.655","9.4","10.3","58.1","54.7","53.8","0","3.4","2","0.67","0","2","71.5","28.5","0","0","0","0","0","","","","","","","0","0.175","","","0.081","1.65","1.2","0.073","0.5","1.9","69.7","8","0","0","0","","1040","502","145","49","20.8","121","1.31","0.117","0.754","2.5","0.6","6.2","3.1","0","","23.6","0.64","0.7","3","8.5","","","","","","","","","","","","","","","","","","","","","0","0.2","","0.1","0.3","0","0","0.05","0.05","","0","0.35","","","","","","53.4","3.1","1.27","0.16","0.41","0","","","","","0","0","0.001","0.014","","0.431","","0.06","0","0","","","","","0.002","","0.451","0.018","","0.001","","","","","0.325","","0.033","","","","","","","","","","","","","0","","","","","0.506","0.472","0.358","0","1.34","0.033","0.325","0","414","712","232","154","182","497","232","281","99","480","381","215","314","463","3050","397","1090","497"
"Kale, canned","957","0","","125","30","6.25","0.352","2.2","2.2","5","1.6","1.6","0","3.4","0.9","0.8","0","1.5","9.6","90.4","370","0","4440","0","0","","2.8","2.8","","","","","0.02","","","0.05","0.983","0.4","","","","","","0","","","","","","","110","","","2.8","","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.095","","","","","","","","","0.021","","","","","","","","","","0.127","","0.349","","","","","","","0","","","","","","","","","","","0.095","0.021","0.476","0","0.592","0.349","0.127","0","99","169","106","34","7","109","74","95","35","134","106","46","92","204","264","109","134","102"
"Spinach, canned","958","0","","92","22","6.25","0.432","2.7","2.7","2.5","0.7","0.7","0","2","0.5","0.8","0","1.5","7.4","92.6","208","0","2500","0","0","","1.35","1.35","","","","360","0.01","","","0.06","1.02","0.3","0.07","0.065","1","91","60","0","14","14","","","27","346","225","63","30","1","0.1","0.41","2.2","0.35","5","0.1","","","4.2","","","","","","","","","","","","","","","","","","","","","","","0.768","","0.01","","","","","","","","","","","0.4","","","","","","","","","","","","","","","","","","","","","0.056","","0.003","","","","","","","0.01","","0.018","","","","","","","","0.056","","0.258","","","","","","","0","","","","","","","","","","","0.059","0.028","0.314","0","0.401","0.258","0.056","0","86","156","125","27","4","125","65","95","43","125","147","48","117","238","302","108","86","104"
"Chicken, flesh and skin, raw","959","0","","725","173","6.25","3.008","18","18","0","0","0","0","0","11.3","0.915","0","0.9","30.3","69.7","9","9","0","0.2","0.2","","0.2","0.2","","","","","0.092","","","0.145","11.3","8","0.364","1.2","2","23.6","10","0.43","1.6","1.6","","","76","281","11","22.4","147","0.585","0.036","0.916","0.4","0.014","3.8","12.4","5","","0.3","0.13","3.4","2","2.3","","","","","","","","","","","","","","0.075","2.28","0.01","0.59","0.86","5.82","","","0","","0","0","0","0","0","0","","0","0","","","","","","0","0","0","0","0","0","","","0","0","0","0","0.042","0.085","","2.31","","0.963","","","","","","","0.529","","3.32","","","0.042","0","","","","2.39","","0.085","","0","","","","","0.349","0.042","0.085","0.127","","","","","","","","3.4","3.89","3.08","0","10.4","0.339","2.74","75","872","1320","1680","481","120","692","572","752","196","993","1200","481","1110","1650","2500","1050","842","752"
"Mackerel, in tomato sauce, canned","960","0","","647","155","6.25","1.873","11.7","11.7","3.9","3.9","3.9","0","0","10.3","0.925","0","1.7","27.6","72.4","29.1","29.1","0","2.6","2.6","0","1.52","1.52","","","","0","0.045","","","0.172","6.82","4.75","0.166","0.181","6.05","19","3","5.85","0","0","","607","346","357","16","23.1","122","0.695","0.107","0.585","12.4","0.058","6.45","19.5","","","2.6","3.91","143","0.454","0.218","","","","","","","","","","","","","","1","0.397","0.043","0.05","0.997","0","0","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","0","0","0.625","0.036","1.11","","0.209","0","0","0","","","","0.308","","0.818","0.159","0.83","","0.095","1.37","0.092","","0.301","","0.146","","0.429","0","","0","0.088","0.003","0.569","0.11","1.04","","","","","","","0.233","1.98","3.67","2.69","0","8.57","2.38","0.304","75","562","862","1030","318","73","468","450","524","124","730","581","581","674","1050","1290","637","431","506"
"Mushroom, raw","961","18","","110","26","4.38","0.464","2","2.9","4.6","2.9","2.1","0","1.7","0.3","0.77","0","0.7","7.7","92.3","0.833","0","10","0","0","","0","0","","","0","0","0.097","","","0.44","6.05","5.5","0.06","2","16","41","20","0","3.09","3.09","","","8","363","9.05","10.5","85.1","0.31","0.42","0.477","1","0.083","2.1","6.47","0","","0.3","1.4","2.5","1.57","1.27","","","","","","","","","","0.2","","","","0.01","","","","","","","","0","","0","0","","0","0","0","0.06","1.62","1.62","","","","","","0","0.57","0","0.02","0.79","0.01","","","0","0","0","0","0","0.001","0","0.069","0","0.004","0","0","","","0","0","0.001","0","0.003","","","0","0","","","","0.033","","0.139","","","","0","","","0","0","0","0","","","","","","","","0.074","0.004","0.172","0","0.25","0.139","0.033","0","74","116","102","23","7","70","46","84","33","102","93","44","181","162","348","84","88","93"
"Swiss roll, apricot stuffing","962","0","","1382","330","5.7","0.632","3.6","4","62.3","61.3","61","","1","7.3","0.93","0","0.7","73.9","26.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142","119","","","","1.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beef, rumpsteak cap on, raw","966","2","","715","171","6.25","3.264","19.4","19.4","0","0","0","0","0","10.4","0.94","0","1","30.8","69.2","9","9","0","0.5","0.5","","0.34","0.34","","","","0","0.059","","","0.19","9.6","5.9","0.5","0.8","0","6","4","1.4","0","0","","","50","340","5","21","170","2.2","0.085","3.4","0.9","0.011","4","6.5","0","","0.7","0.05","0.53","0.9","2.5","","","","","","","","","","","","","","0.23","2.35","0.003","0.23","0.84","2.58","","","0","","0","0","0","0","0","0","","","0","","","","","","0","0","0","0","0","0","","","","","","","","0.309","0.06","2.62","0.12","1.27","","","","","0.15","","0.618","0.1","4.1","","","0","","","","","0.2","","0.13","","","","0","","","0.1","0","0","","","","","","","","","4.38","4.97","0.43","0","9.78","0.13","0.3","64","979","1570","1700","522","140","816","685","881","222","1080","1240","685","1180","1800","2910","1040","849","816"
"Biscuit, sweet","967","0","","1834","438","5.7","1.228","7","7.7","79.1","76.6","75.9","20","2.6","10.6","0.9","0","1.4","98.2","1.8","0","0","0","0","0","","0.4","0.4","","","0.07","0","0.085","","","0.022","1.17","1.08","0.072","0","1.6","9.6","","0","0","0","","525","432","130","36.5","19.4","91","0.86","0.105","0.464","1.36","0.4","0","3.8","","","1.5","0.44","1.82","2.5","1.5","","","","","","","","","","","","","","","","","","","","","","0.52","","0.796","1.32","0.115","0.201","16.2","16.5","","","17.8","","","","","","54.6","3.44","1.41","0.18","0.46","0","","","0","0","0","0","0","0.095","0","4.1","0","0.444","0","0","0","","0","","0","0","3.58","0.088","","0.007","0","0","0","","1.4","0","0.078","0","0","0","","","0","0","0","0","0","","0","0.015","0","0","0.048","0","4.64","3.68","1.48","0.063","9.86","0.078","1.4","3","307","528","109","109","97","368","147","209","70","368","246","172","246","344","2520","295","835","393"
"Cress, garden, raw","969","29","","111","27","6.25","0.448","2.8","2.8","3.5","1.9","1.9","0","1.6","0.5","0.8","0","0.5","7.3","92.7","207","0","2480","0","0","","3.6","3.6","","","","","0.18","","","0.2","3.17","2.5","0.3","0.3","0.4","110","41","0","35","35","","","63","129","70","44","76","2.3","0.09","0.46","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07","","0.16","0.23","0","0","0","0","","","0.23","","","","","","0","0.23","0.21","0.39","0.75","0.06","","","","","","","","","","0.066","","0.004","","","","","","","0.007","","0.03","","","","","","","","0.073","","0.22","","","","","","","0","","","","","","","","","","","0.07","0.037","0.293","0","0.4","0.22","0.073","0","99","143","157","35","4","112","67","103","40","134","143","58","116","251","309","103","99","103"
"Bean sprouts, mung, raw","970","0","","143","34","6.25","0.486","3","3","5.9","4.1","4.1","0","1.8","0.2","0.775","0","0.4","9.6","90.4","1","0","12","0","0","","","","","","","33","0.084","","","0.124","1.37","0.749","0.088","0.38","","100","","0","13.2","13.2","","","6","149","25.8","21","100","0.91","0.164","0.41","","0.188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.81","1.1","0","0","0","0","0","0","","0.032","","0.008","","","","","","","0","","0.022","","","0","0","","","","0.042","","0.016","","0","","","","","0","0","0","0","","","","","","","","0.04","0.022","0.058","0","0.12","0.016","0.042","0","131","175","170","35","17","117","53","78","37","131","199","73","102","486","165","63","","34"
"Liquorice, sweet","971","0","","1463","350","6.25","1.088","6.8","6.8","74.9","74.9","74.9","41","0","2","0.8","0","2.2","85.9","14.1","0","0","0","0","0","","0","0","","","","0","","","","","","","","","","","","0","0","0","","0.5","22","11","","26","","0.35","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","12.6","23.6","","2.2","16.9","19.1","","","42.7","0","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"Marmalade, raspberry","972","0","","860","205","6.25","0.096","0.6","0.6","49.3","48.1","48.1","45","1.2","0.6","0.8","0","2.5","53","47","4.17","0","50","0","0","","0.15","0.15","","","","0","0","","","0.035","0.317","0.2","0.03","0.21","1.8","5","5","0","5","5","","","18","44","15","4","13","0.5","0.12","0.027","1.4","0.021","3","0.3","","","10","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","46","","","","","","","","","","","","","","","","","","","","","0.039","","0.007","","","","","","","","","0.046","","","","","","","","0.21","","0.178","","","","","","","","","","","","","","","","","","0.046","0.046","0.388","0","0.48","0.178","0.21","0","","","","","","","","","7","","","","","","","","",""
"Pork, ham, silverside with rind, raw","973","0","","759","181","6.25","3.056","18.5","18.5","0","0","0","","0","12","0.92","0","1","31.5","68.5","","","","0.606","0.121","0.097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","","","","","","","","","","","",""
